CODIGO_CLIENTE,DIA_VENCIMENTO_FATURA,ESTADO_CIVIL,DATA_NASCIMENTO,DATA_ATIVACAO_LINHA,MEDIA_FATURA,VALOR_PLANO,SEXO,IDADE,FAIXA_ETARIA,TEMPO_RELACIONAMENTO_MESES,FAIXA_RELACIONAMENTO,REGIAO,UF,QUANTIDADE_LIGACAO,STATUS_VENDA
1155512915,1,NAO INFORMADO,1951-12-06,2018-05-22,35.99,35.99,M,67,6. 60 - 69,11,3. De 7 à 12 meses,NORTE,RO,31,0
1155605019,26,NAO INFORMADO,1976-10-26,2018-05-23,64.99,64.99,M,42,4. 40 - 49,11,3. De 7 à 12 meses,NORTE,TO,15,1
1149102580,17,NAO INFORMADO,1988-05-17,2018-03-31,64.99,64.99,M,30,3. 30 - 39,13,3. De 7 à 12 meses,SUL,PR,5,1
1148284102,6,NAO INFORMADO,1983-04-21,2018-03-23,35.99,35.99,M,35,3. 30 - 39,13,3. De 7 à 12 meses,SUDESTE,MG,33,0
1153947199,17,NAO INFORMADO,1992-05-06,2018-05-09,35.99,35.99,F,26,2. 25 - 29,11,3. De 7 à 12 meses,NORTE,PA,33,0
1148092960,21,NAO INFORMADO,1975-01-07,2018-03-21,35.99,35.99,M,44,4. 40 - 49,13,3. De 7 à 12 meses,CENTRO_OESTE,MS,14,1
1148866411,6,NAO INFORMADO,1957-11-18,2018-03-28,35.99,35.99,M,61,6. 60 - 69,13,3. De 7 à 12 meses,CENTRO_OESTE,GO,14,1
1148649178,17,NAO INFORMADO,1988-08-31,2018-03-27,49.99,49.99,F,30,3. 30 - 39,13,3. De 7 à 12 meses,SUL,PR,23,0
1148655246,26,NAO INFORMADO,1960-10-05,2018-03-27,49.99,49.99,M,58,5. 50 - 59,13,3. De 7 à 12 meses,SUDESTE,MG,1,0
1150075207,6,NAO INFORMADO,1975-12-10,2018-04-08,64.99,64.99,M,43,4. 40 - 49,12,3. De 7 à 12 meses,NORTE,PA,9,1
1147577570,26,NAO INFORMADO,1969-09-07,2018-03-16,49.99,49.99,F,49,5. 50 - 59,13,3. De 7 à 12 meses,SUDESTE,SP,1,1
1148176487,26,NAO INFORMADO,1999-10-22,2018-03-22,35.99,35.99,I,19,1. 18 - 24,13,3. De 7 à 12 meses,NORDESTE,SE,13,1
1147671096,6,NAO INFORMADO,1979-12-05,2018-03-17,64.99,64.99,M,39,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,MG,32,0
1157030850,6,NAO INFORMADO,1968-07-20,2018-06-06,49.99,49.99,M,50,5. 50 - 59,10,3. De 7 à 12 meses,CENTRO_OESTE,MS,13,1
1155950667,6,NAO INFORMADO,1969-10-23,2018-05-26,64.99,64.99,M,49,5. 50 - 59,11,3. De 7 à 12 meses,NORTE,AM,11,0
1148460053,17,NAO INFORMADO,1980-04-23,2018-03-24,35.99,35.99,M,38,3. 30 - 39,13,3. De 7 à 12 meses,SUDESTE,MG,43,0
1166380767,1,SOLTEIRO,1974-11-14,2018-08-20,64.99,64.99,F,44,4. 40 - 49,8,3. De 7 à 12 meses,SUDESTE,SP,1,0
1153793671,21,NAO INFORMADO,2000-03-26,2018-05-08,49.99,49.99,M,19,1. 18 - 24,11,3. De 7 à 12 meses,CENTRO_OESTE,MS,1,1
1147984488,26,NAO INFORMADO,1983-08-30,2018-03-20,49.99,49.99,F,35,3. 30 - 39,13,3. De 7 à 12 meses,SUDESTE,SP,17,0
1147287707,10,NAO INFORMADO,1982-12-23,2018-03-14,49.99,49.99,F,36,3. 30 - 39,13,3. De 7 à 12 meses,CENTRO_OESTE,DF,25,0
1148284045,17,NAO INFORMADO,1961-12-19,2018-03-23,49.99,49.99,M,57,5. 50 - 59,13,3. De 7 à 12 meses,SUDESTE,MG,39,0
1148258953,17,NAO INFORMADO,1962-10-27,2018-03-23,35.99,35.99,M,56,5. 50 - 59,13,3. De 7 à 12 meses,SUDESTE,RJ,2,1
1147985217,26,NAO INFORMADO,1972-01-17,2018-03-20,49.99,49.99,F,47,4. 40 - 49,13,3. De 7 à 12 meses,SUDESTE,SP,1,1
1147859966,26,NAO INFORMADO,1982-11-19,2018-03-20,49.99,49.99,M,36,3. 30 - 39,13,3. De 7 à 12 meses,NORDESTE,BA,29,0
1147289463,17,NAO INFORMADO,1979-09-18,2018-03-14,64.99,64.99,M,39,4. 40 - 49,13,3. De 7 à 12 meses,CENTRO_OESTE,MT,41,0
1155882790,6,NAO INFORMADO,1976-01-01,2018-05-25,49.99,49.99,M,43,4. 40 - 49,11,3. De 7 à 12 meses,NORTE,RO,35,1
1147671179,26,NAO INFORMADO,1988-11-30,2018-03-17,49.99,49.99,F,30,3. 30 - 39,13,3. De 7 à 12 meses,SUDESTE,MG,35,0
1167069659,6,NAO INFORMADO,1981-02-22,2018-08-26,64.99,64.99,M,38,3. 30 - 39,8,2. De 4 à 6 meses,CENTRO_OESTE,GO,5,1
1155446547,17,NAO INFORMADO,1973-02-12,2018-05-22,49.99,49.99,M,46,4. 40 - 49,11,3. De 7 à 12 meses,NORDESTE,CE,8,1
1148594407,21,NAO INFORMADO,1981-07-18,2018-03-26,35.99,35.99,M,37,3. 30 - 39,13,3. De 7 à 12 meses,SUDESTE,MG,10,0
1157668520,6,NAO INFORMADO,1973-04-28,2018-06-11,64.99,64.99,M,45,4. 40 - 49,10,3. De 7 à 12 meses,CENTRO_OESTE,MS,13,1
1148791460,1,NAO INFORMADO,1975-10-16,2018-03-28,64.99,64.99,M,43,4. 40 - 49,13,3. De 7 à 12 meses,NORDESTE,BA,11,1
1153052854,6,NAO INFORMADO,1987-11-27,2018-05-03,49.99,49.99,M,31,3. 30 - 39,11,3. De 7 à 12 meses,NORTE,AP,36,0
1148065381,17,NAO INFORMADO,1991-06-23,2018-03-21,49.99,49.99,M,27,2. 25 - 29,13,3. De 7 à 12 meses,SUDESTE,MG,1,1
1153794543,17,NAO INFORMADO,1983-10-20,2018-05-08,59.99,59.99,M,35,3. 30 - 39,11,3. De 7 à 12 meses,CENTRO_OESTE,MT,5,1
1148784126,6,NAO INFORMADO,1988-02-23,2018-03-28,49.99,49.99,M,31,3. 30 - 39,13,3. De 7 à 12 meses,SUDESTE,RJ,20,0
1148869737,6,NAO INFORMADO,1964-06-30,2018-03-28,49.99,49.99,M,54,5. 50 - 59,13,3. De 7 à 12 meses,SUDESTE,MG,37,0
1147436827,26,NAO INFORMADO,1963-10-15,2018-03-15,35.99,35.99,M,55,5. 50 - 59,13,3. De 7 à 12 meses,SUL,SC,10,1
1152928002,6,NAO INFORMADO,1978-03-31,2018-05-02,64.99,64.99,M,41,4. 40 - 49,11,3. De 7 à 12 meses,NORTE,RO,3,1
1158746160,26,NAO INFORMADO,1999-09-07,2018-06-20,35.99,35.99,M,19,1. 18 - 24,10,3. De 7 à 12 meses,NORDESTE,MA,17,1
1148119247,17,NAO INFORMADO,2000-03-11,2018-03-22,49.99,49.99,F,19,1. 18 - 24,13,3. De 7 à 12 meses,SUDESTE,ES,15,0
1151610632,6,NAO INFORMADO,1975-03-31,2018-04-21,64.99,64.99,F,44,4. 40 - 49,12,3. De 7 à 12 meses,CENTRO_OESTE,DF,2,1
1148113640,26,NAO INFORMADO,1975-09-04,2018-03-22,49.99,49.99,M,43,4. 40 - 49,13,3. De 7 à 12 meses,NORDESTE,CE,5,0
1149449315,6,NAO INFORMADO,1969-08-17,2018-04-03,49.99,49.99,M,49,5. 50 - 59,12,3. De 7 à 12 meses,NORTE,AM,11,0
1154109539,26,NAO INFORMADO,1977-06-30,2018-05-10,49.99,49.99,M,41,4. 40 - 49,11,3. De 7 à 12 meses,NORTE,AM,1,1
1157188091,26,NAO INFORMADO,1984-02-08,2018-06-07,35.99,35.99,M,35,3. 30 - 39,10,3. De 7 à 12 meses,NORTE,AM,24,1
1159044009,1,NAO INFORMADO,1964-04-23,2018-06-23,64.99,64.99,M,54,5. 50 - 59,10,3. De 7 à 12 meses,NORTE,AM,12,1
1156029092,1,SOLTEIRO,1956-06-14,2018-05-28,35.99,35.99,M,62,6. 60 - 69,11,3. De 7 à 12 meses,NORTE,AM,31,0
1149083010,26,NAO INFORMADO,1987-04-25,2018-03-30,35.99,35.99,F,31,3. 30 - 39,13,3. De 7 à 12 meses,CENTRO_OESTE,DF,23,0
1148091603,26,NAO INFORMADO,1981-01-30,2018-03-21,49.99,49.99,M,38,3. 30 - 39,13,3. De 7 à 12 meses,CENTRO_OESTE,MT,7,1
1154270792,1,NAO INFORMADO,1981-04-18,2018-05-11,35.99,35.99,M,37,3. 30 - 39,11,3. De 7 à 12 meses,NORTE,AM,32,1
1147995926,26,NAO INFORMADO,1972-02-15,2018-03-21,35.99,35.99,F,47,4. 40 - 49,13,3. De 7 à 12 meses,SUL,PR,3,0
1158081655,21,NAO INFORMADO,1981-02-23,2018-06-14,49.99,49.99,M,38,3. 30 - 39,10,3. De 7 à 12 meses,CENTRO_OESTE,MT,29,1
1148259603,6,NAO INFORMADO,1960-02-09,2018-03-23,49.99,49.99,M,59,5. 50 - 59,13,3. De 7 à 12 meses,SUDESTE,RJ,3,0
1151007607,6,NAO INFORMADO,1952-04-27,2018-04-16,49.99,49.99,M,66,6. 60 - 69,12,3. De 7 à 12 meses,CENTRO_OESTE,MT,10,1
1158439550,26,NAO INFORMADO,1992-02-20,2018-06-18,55.32,55.32,M,27,2. 25 - 29,10,3. De 7 à 12 meses,CENTRO_OESTE,GO,11,1
